Text,Target,Stance,Sentiment
A to Z #NoMasks  Reason you r a Non-masker You are: Arrogant  Brainless Careless with others  Dumb Egotistical  Fox News Watcher Germ gigolo Hypocrite  Ill-informed?Jerk KKK sympathizer  Lame  Manic Narcissist?Oppressor  #Covid_19 #DrFauci #coronavirus #MaskUp #NoMasks,face masks,FAVOR,neg
@Gay_Alcorn @BarnsGreg Why are you asking stupid questions? Give people an inch they take a mile #StayHomeSaveLives #WearADamnMask,face masks,FAVOR,neg
Just worked the front end of a central Iowa grocery store. Counted 508 people. 68 had on masks.. #iowa #COVIDIDIOTS #grocery #masks,face masks,FAVOR,neg
I guess I should’ve know any effort to flatten the curve that depended on an overwhelming majority of Americans to refrain from being self-centered was doomed to fail. #WearAMask,face masks,FAVOR,neg
"Because a lot of people STILL refuse to wear masks, and stay physically distant from others, I'm gearing up for some GREAT holidays, such as:  Hallowzoom Zoomsgiving Christzoom Zoom Year's Eve Zoomukkah Kwanzoom  #WearADamnMask",face masks,FAVOR,neg
@NPR Is that Tucker Carlson?  #COVIDIOTS #WearADamnMask,face masks,FAVOR,neg
@PrawnDave @ImmoralReport There’s someone LONG overdue for an ass whoopin? #covidiot #Covidiocy #NoMask,face masks,FAVOR,neg
Day 1292 with a contagious haiku: Endless quarantine. America is broken. Wear your fucking mask. #WearADamnMask,face masks,FAVOR,neg
"@jimdonovancbs3 @SEPTA No need to be patient. Not wearing a mask in public (as mandated by PA Governor) is the equivalent of swinging around a gun with the safety off; somebody’s going to get hurt. That said, I see Philadelphia P/O watch people walk around w/o masks and they say nada! #WearADamnMask",face masks,FAVOR,neg
"@Politidope @JoeGruters No mask? Careless, self-centered no concern for anyone else’s health. Don’t be like Joe #WearADamnMask",face masks,FAVOR,neg
Shut out to the gas station workers who even though the front door says mask mandatory weren’t wearing one but compliments my #AgentCarter mask! #WearADamnMask,face masks,FAVOR,neg
It just occurred to me that since we will still be wearing face masks in the winter my nose will actually be warm. #WearADamnMask,face masks,FAVOR,pos
@OurRevolution An wear masks!!!!!!! #MasksSaveLives,face masks,FAVOR,pos
"@realDonaldTrump And so many without masks!  Wtf, people? #WearADamnMask",face masks,FAVOR,neg
"@NeilClark66 @freddie801 Neil, stop being a snowflake and wear a mask. It won’t be forever, and it will help the most vulnerable to be protected against covid19. I wear one every day at work, it’s no big deal. #WearAMaskPlease",face masks,FAVOR,other
@BethanAngharadL @ks_1968 All the more recent evidence points to their effectiveness but you're quite right the precautionary principle demanded they be used. #Masks4All,face masks,FAVOR,pos
"@wheredoustand1 @Ms_Deville @lightfal @itsJeffTiedrich @realDonaldTrump Welp considering the it’s the States who are being travel banned right now and more people have died then in wars, maybe it’s not a hoax?  Ps had Trump taken Covid seriously, economy probably wouln’t have crashed like it did  #consequences #WearAMask",face masks,FAVOR,neg
More good news: 75% of healthy 45-53 yr old patients that recovered from Covid have permanent structural damage to their hearts = to a heart attack.  But masks are hot. #WearADamnMask,face masks,FAVOR,neg
Refusing to wear a mask radiates small dick energy. #WearAMask,face masks,FAVOR,neg
Being the only one in Ace Hardware wearing a mask feels very similar to when they'd assign group projects in school.  Except then I could at least do all the work myself.  #WearADamnMask,face masks,FAVOR,other
@APCentralRegion @AP What a #COVIDIOT. #MaskUpMichigan #maskup #WearADamnMask,face masks,FAVOR,neg
Masks set the precedent for vaccines. #COVID19 #MasksOff,face masks,FAVOR,pos
"Starting today, people in Marion and Polk counties will be required to wear a face mask when they are in public, indoor spaces. This mandate comes in an attempt to prevent the spread of #COVID19. #Coronavirus #oregon #salemoregon #OR #SalemOR #clypiancoverage #masks",face masks,FAVOR,other
Tomorrow #NH will host a #NASCAR race that is expected to draw 12K.  We are the only state in the entire Norteast w/out a mask mandate. This is a potential #COVID19 superspreader event. You may be “over?the pandemic - but it’s not over you. #WearADamnMask,face masks,FAVOR,neg
On the bus. Out of the 6 people on the lower deck only 2 have their masks on properly 3 have their mouths covered but their nose poking out and one has it round their neck. Just what is the point? It’s really not that hard #WearADamnMask,face masks,FAVOR,neg
RT if you have at least one mask hanging from the rear view  mirror of ya car 😷 #MasksOnOhio #MasksOn,face masks,FAVOR,pos
"@SpeakerVos Masks in public places are a necessary prevention tool. You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.#WearADamnMask",face masks,FAVOR,other
"@JoeBiden What happens when we win the election and President Biden enacts a national mask mandate?  ""Karens"" will be coming out of the woodwork and it aint gonna be pretty.   How can we make this happen NOW?   #YesWeCanAgain #Biden2020Landslide #WearADamnMask",face masks,FAVOR,other
@mrswhite321 @Rachael1418 @GovMikeDeWine It isn’t. Mask or ventilator. Make your choice. #WearADamnMask,face masks,FAVOR,neg
The realization of how many think we're nvincible to #COVID19 was never more apparent until we saw people actually walk into the funeral home with no mask defying our state order. You're literally standing with the dead all around you and you still don't get it. #WearADamnMask,face masks,FAVOR,neg
"We've also added an event in Philadelphia and a real dumb anti-mask rally in MN.  I'm still working up a tik tok joke, but I'm only on my first cup of coffee.  Keep an eye on this thread.  #BlackLivesMatter  #WearADamnMask",face masks,FAVOR,neg
@TheAltarOfAndy @JudgeJeanine That’s OK don’t wear a Mask go be THAT person but when you get sick don’t come crying as they intibate you #WearADamnMask,face masks,FAVOR,neg
"@BelTel Oh fuck off. Jaysus what's more offensive a mask or the way sick and disabled people are treated by the tories through pip assessments? But Boris cares sooo much about the people, I right. Fuckin do one #NoMasks",face masks,FAVOR,neg
"@realDonaldTrump 25% OF WORLD DEATHS EVEN THOUGH WE ARE 4% OF WORLD POPULATION!!!! @WhiteHouse @PressSec @kayleighmcenany SPIN THAT, KAYLEIGH!! And DR. BIRX!! #GOPDeathCult #BloodOnTrumpsHands #WearADamnMask",face masks,FAVOR,neg
I have an idea. Everyone has their temperature taken at the entrance of the bar. Everyone not wearing a mask gets it taken rectally. #masks,face masks,FAVOR,neg
"Hey Team KC, y’all better put those Team Kelly masks up for sale!!! 🙌🏻👍🏻 #WearADamnMask",face masks,FAVOR,pos
@Walmart start protecting your employees and customers and start regulating and mandating masks. I probably have it already as well as 8 other associates in my neighborhood market.  Please at least pretend you care.  They actually help. #masks,face masks,FAVOR,neg
"It may not be a representative sample, but it was still really gratifying seeing nearly everyone at the @MortonArboretum wearing masks yesterday on the paths. #WearAMaskSaveALife",face masks,FAVOR,pos
"I'm not condoning violence, but why are all the stories about people catching a beating over masks about people who actually comply? You would think the non-mask wearers would be the ones on the run.🤔 #MaskItOrCasket  #WearADamnMask",face masks,FAVOR,pos
"@wiscontext @WashCoWisco @PBSWI @WashCoExec Over 148,000 Americans 🇺🇸 have died. We are not showing them any respect or learning from the senseless deaths that could be avoided by wearing a mask. Obviously Washington County and other counties are failing as  #COVID19 # 's keep⬆⬆ #WearADamnMask",face masks,FAVOR,neg
@steeletalk @richardzussman @masks4canada @CKNW Thank goodness! She needs to be shown the light because clearly she refuses to believe in mask use. It makes zero sense. #MasksSaveLives,face masks,FAVOR,neg
"Get use to being uncomfortable, so ADAPT to NEW NORMAL! WEAR THE MASK! #WearAMask",face masks,FAVOR,pos
@StopandShop Hey there..“No Mask No Service?is not being enforced in your Hempstead trpk and Wantaugh ave location. Have to stare down folks with a chinstraps every turn I make. I care about my senior mother that I take food shopping! This is pitiful! #StopAndShop #NoMasks,face masks,FAVOR,neg
The only constitutional right your mask is violating is your right to get sick and die.  Wear a mask you fucking ape.   #WearADamnMask,face masks,FAVOR,neg
"@nuts2406 @JayaTigerLily @VJ79654309 @Srinivas_Kamath @JayaTigerLily is just ad nauseum repeating her diatribe. One where she offers no science, no logic, no evidence that is abreast with understanding and advisories issued by health authorities. She is sabotaging efforts to create awareness here on Masks! #WearADamnMask",face masks,FAVOR,neg
"Nothing like getting b*tched at by a Karen to ruin your afternoon. And of course, she was about a foot away from me and not wearing a mask. 🙄 Perfect. #WearADamnMask",face masks,FAVOR,neg
"@SenJeffMerkley @realDonaldTrump Dear Senator, thank you for all you do to represent Oregon. Hair clippers are fairly inexpensive and easy to use. Or next time you’re in the valley, I’ll even trim your hair, mask and all. And as an educator I have practiced social distancing all summer.  ✂️ 💇‍♂?#WearAMaskPlease",face masks,FAVOR,pos
"Just got word that my coworker tested positive for covid-19. He was anti mask and went to parties without any care for the people around him. Now because of him I'm scared for my life.  Please for the love of god, #WearAMask #WearADamnMask",face masks,FAVOR,neg
@DeanObeidallah @TheDeansreport @CNNOpinion Imagine being such a selfish asshole that you place your desire not to wear a mask as more important than a human life. #WearADamnMask,face masks,FAVOR,neg
"@PollyAndry @AnaCabrera What, are they children??? Grow up ppl &amp; wear the damn mask! This is not about politics, not about Liberty and not about YOU.  It is about 150K FELLOW AMERICANS who have NEEDLESSLY DIED bc of ignorant &amp; selfish choices made by others.  #WearADamnMask",face masks,FAVOR,neg
I tested positive for Covid. Got it from a friend. I assumed she was being responsible for my safety when she asked to meet for lunch. Found out she was infected by an online date. She didn't know him. She didn't wear a mask. Or distance. I then exposed my parents. #WearADamnMask,face masks,FAVOR,neg
"@RightWingWatch I wonder what his take would be on “No Shirt, No Shoes, No Service?#Masks #WearADamnMask",face masks,FAVOR,neg
"@RileyKays @GiroSammy @HeatherBadenoch @nytimes @FuzzyWuzzyTO It’s incorrect but it if makes you feel better it’s simple: stay home as much as possible, wear a fabric mask when you do have to go out and get some surgical masks if you need to be out for extended periods of time.  You’re welcome #WearADamnMask",face masks,FAVOR,other
"A face mask in not impeding your everyday life. I just went into a sandwich shop and a sausage bap, wearing a face covering. It's so simple...#WearAMaskSaveALife",face masks,FAVOR,other
Wear a mask please.  #WearAMask  #WearAMaskPlease,face masks,FAVOR,pos
@realDonaldTrump They just closed my towns city hall indefinitely because an employee tested positive.  Adults can't figure out masks and social distancing.  But sure lets cram kids into buses and classrooms. #TrumpVirus2020 #WearADamnMask,face masks,FAVOR,neg
"Does it do any good to put a sign on a door if you don’t enforce it.  I went into the @PilotFlyingJ in Flatwoods, WV &amp; only 1 out of 5 customers had a mask on.  It’s hard to enforce though when the manager hangs her mask under her chin. #WearADamnMask",face masks,FAVOR,neg
"@HomelessnessSD @victv This is ridiculous. I’m all for religion, just safe from my couch. As a San Diego women who got covid from a restaurant in Carlsbad. (Negative now). Wear a damn mask people, I almost died from this crap! #WearADamnMask",face masks,FAVOR,neg
"@realDonaldTrump If YOU STUPID🤬🤬🤬#MAGA MORONS had worn masks since March like the rest of us did, the #COVID19 virus would no longer be spreading EXPONENTIALLY (look it up) and our schools COULD REOPEN and economy would be well into recovery - like the REST of the WORLD!😤😤😤😤#WearADamnMask",face masks,FAVOR,neg
"@hillarywillbern @Adrieliam @SMSCats2 @BillyCorben @TedToddAgency @CharleyTodd Yes... exactly... ""harass cake eaters and bakeries"" if that's your bliss. Really! But please do it without shouting. Follow the law, follow local regs, respect store policies, and puleeezzz wear a mask. 😁 #MasksSaveLives",face masks,FAVOR,neg
"I work 10 hours in a 96 degree wearhouse walking 20,000+ steps a day and lifting heavy boxes and I wear a mask. STOP COMPLAINING YOU CANT BREATH WELL ENOUGH TO WALK 30 MiN WITH A MASK. #WearAMask",face masks,FAVOR,neg
Spending the afternoon watching a 3-on-3 youth soccer tournament at @etownsportspark. Beautiful day...but a shame there’s no signage or enforcement of mask wearing. Come on...we can do better! @KYHealthAlerts #WearADamnMask,face masks,FAVOR,other
"My mask doesn't stop... um, let's say 'Herefordshire scents' but it does keep my mouth dry from rain.  In other words, oxygen can get through masks, but droplets containing the virus cannot.  #WearADamnMask",face masks,FAVOR,pos
13 hrs with a face mask today. Non-stop! If I hear someone complaining ...  #WearADamnMask,face masks,FAVOR,other
Twitter folk are uber sensitive today! #MaskUp #MasksOff,face masks,FAVOR,neg
Don’t be an ignoramous; wear a damn mask. #masks,face masks,FAVOR,neg
"Covid-19 cases rise so highly meanwhile the people awareness of Covid-19 has been rapidly going down at the low level. Whenever I went outside, I saw most people didn't wear mask. That also indicate how people stupidity is rapidly going up at the high level #WearAMaskSaveALife",face masks,FAVOR,neg
"I know everyone’s freaked about American tourists coming to Ireland but I was shopping in dunnes earlier &amp; half the shop weren’t wearing masks 🤦🏻‍♀?can we at least try to get it right ourselves, please #WearAMask",face masks,FAVOR,neg
"@MBellmoore @edmontonleon @kindermeg You're a moron Mitchell. But I scrolled your TL, so it's not exactly a surprise to me. Don't like the mandatory masks, feel free to stay home, away from the people are capable of critical thinking #WearAMaskSaveALife",face masks,FAVOR,neg
"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe. #WearADamnMask",face masks,FAVOR,pos
You know the whole point of a mask mandate is to WEAR the mask? NOT put it on your ear and let it hang or leave it by your water bottle or not wear it at all. #WearADamnMask,face masks,FAVOR,neg
"@FakeNewsDotCom2 @HaroldJ62777849 @bucforever @RepsForBiden @realDonaldTrump Social Distance. Stay home. Don’t open the economy too soon. Wear a mask: The plans that we do have are based on science and they work, no thanks to ignoramus-in-chief. #SocialDistancing #WearAMask #WearADamnMask #WearAMaskSaveALife",face masks,FAVOR,neg
At this point I will happily take a couple of months of martial law just so that at the end of it I can get back to my fucking life! WEAR YOUR MASK PEOPLE AND PUT IT OVER YOUR GOD DAMN NOSE! I hate this fucking city #Nashville #COVIDIOT #coronavirus #WearADamnMask,face masks,FAVOR,neg
@casitruth @madeamerican3 @realDonaldTrump @RealJamesWoods Love how she’s not staying 6 feet away because her miracle mask will keep her safe! Dumb people need to stay home! #MasksOffAmerica,face masks,FAVOR,neg
"Not wearing a mask is ""small dick energy.""  #WearADamnMask",face masks,FAVOR,neg
@Patriotize Yep masks only worn in the O.R. and infection contagion risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. 🙏🇺🇸?#SayNoToMasks,face masks,FAVOR,other
"@ESPNMichele @Rachel__Nichols Prayers for Mr. Rodriguez 🙏🏻.  Wear your mask please. Don’t care about your political party, please for the sake of commen sense, for sports, for kids, for your kids or your parents. #WearADamnMask",face masks,FAVOR,pos
"Well, it finally happened. Someone close to me has been diagnosed with #COVID19  It is absolutely terrifying to watch. Please #WearADamnMask",face masks,FAVOR,other
@MiaFarrow Look at all the gear our medical professional are wearing but folks want to whine and complain about wearing a mask?? #WearADamnMask,face masks,FAVOR,neg
#sundayvibes don’t consider yourself a pro life Republican if you won’t wear a mask 😷 #WearADamnMask,face masks,FAVOR,neg
@calhouns So you won’t have employees wear mandated face masks?  So long.  Will NEVER frequent your restuarants!!  Maybe you could not enforce the smoking law too.  #calhouns #knoxville #WearAMaskSaveALife,face masks,FAVOR,neg
@garethicke @Norrienon anyone who doesn't comply with face coverings ect deserve to catch covid and end on a ventilator and die #WearAMask #WearADamnMask,face masks,FAVOR,neg
"Wearing masks during the pandemic is obviously a necessity, and those that aren't are just selfish or moronic. I wear a neck gaiter mask and it doesn't bother me at all, in fact it makes me feel better (probably due to my anxiety) - Am I alone in feeling that way? #WearADamnMask",face masks,FAVOR,other
DO NOT REOPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp #WearADamnMask,face masks,FAVOR,neg
The difference between anti seatbelt &amp; anti mask people is that the latter is leaving a digital footprint of their ignorance for their grandkids.  #masks,face masks,FAVOR,neg
"@RightWingWatch What if, stay with me on this, the mask wasn't an affront to his freedom, but a statement about his compassion for others.  Also, he's f***ing idiot and we'd appreciate it if people like him didn't wrap their ignorance in our flag. #WearADamnMask",face masks,FAVOR,neg
"@Glowysoe @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @MelindaRenee72 @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @CheyenneNDN @BrahmaGreg @Rob83753057 @RandomFSM The Whitehouse Cowboy is a slow learner, but even he realises that masks slow the spread of Covid. I’d rather listen to medical specialists- WHO, CDC than the quack Immanuel spouting about dream sex with demons causing Covid. Viruses don’t have a political agenda? #WearADamnMask",face masks,FAVOR,neg
@KrisTStacey1 Just try test driving what you think your Constitutional rights are... you’ll get kicked out of Bass Pro Shop...and anywhere else you try to shop without a mask.  You do not have the right to put other people’s health in danger.  #WearAMask,face masks,FAVOR,neg
Still beyond me why teens will not be wearing masks in schools 🤔 #MasksSaveLives,face masks,FAVOR,neg
"Was out at Target Express in Cupertino earlier this afternoon, noticed a shopper sans mask #WTF #WearADamnMask",face masks,FAVOR,neg
"@GovernorTomWolf All you snowflake republicans, wear a fucking mask. #WearAMask #wearafuckingmask #WearADamnMask #WearAMaskPlease",face masks,FAVOR,neg
Person on the BBC today said she won’t wear a mask because she’s Claustrophobia. I mean come on! 😂🤦🏻‍♂?#WearAMask,face masks,FAVOR,neg
"If you think wearing a mask makes you look stupid, when's the last time you looked in the mirror? #WearAMask",face masks,FAVOR,neg
"Seriously, why do I smile as I pass by people while wearing my mask? But still, #WearAMask",face masks,FAVOR,other
I am so fucking tired of GROWN ADULTS whining and complaining about having to wear a mask in our restaurant. I'm sorry..are you not an ADULT? is it too hard to be a fucking grown up?! #WearADamnMask,face masks,FAVOR,neg
"@hillarywillbern @Fickster69 @Adrieliam @SMSCats2 @BillyCorben @TedToddAgency @CharleyTodd You're very UNexcited about Costco rules, unfortunately... I hope for my health and the health of everyone that you follow Costco rules and related laws to preserve public health... Please wear a mask and don't spread germs in public. 😁 #WearAMaskSaveALife",face masks,FAVOR,other
"@5_2blue He’s not a pastor. He’s a pretentious anal retentive self righteous princess jackass. Probably a closet Colonel Frank Fitz: A product of his own self antagonistic orientation. Send him a mask, not a gift card. #fools #WearADamnMask",face masks,FAVOR,neg
@kurteichenwald @NanaMof5 multi-generational households are traditionally POC &amp; taking it home to their grandmas &amp; parents is the feature not the bug w/ this “@WhiteHouse plan?for this [corona]virus.  #DeliberateSpreaders seems obvious it’s why we’re STILL arguing abt masks. #WearADamnMask,face masks,FAVOR,neg
@davidnwelton @mkraju @SherrynAdair @SpeakerPelosi It’s time for people to act responsibly. There is enough evidence that masks work. Adults shouldn’t have to be told to wear a mask. It’s not a political statement it’s what makes us all safer. #WearAMaskSaveALife,face masks,FAVOR,pos
"I wonder if we said new evidence supported #COVID19 was an attack on the world from socialist space aliens, would we see more people start wearing masks? #boringIndependenceDay #WelcometoEarth #WearADamnMask #WearAMask",face masks,FAVOR,neg
"@ceastwoo @sternergulch @traceygaughran @GovLarryHogan Your ""logic"" is typical of the uneducated. Just because THEY didn't die doesn't mean other people won't or won't have life long effects. You really are willing to sacrifice them #COVIDIOTS You probably don't even get the flu shot. Bunch of nutcases you all are #WearADamnMask",face masks,FAVOR,neg
"Watching the willingness of #Iranian Women, of the #bbcpersian #VOA elite/class, i can see it is #Islamophobia which drives their “No Hejab?calls for #Iran. #HumanRights has nothing to do with it, otherwise they would refuse masks more so. #Hypocrites are #parasites. #NoMasks",face masks,FAVOR,neg
Wear.A.Damn.Mask. #WearADamnMask,face masks,FAVOR,pos
"141 days into the US #COVID19 pandemic. With all the information we have about the benefit of wearing #masks, if you aren’t, you are responsible for the continued spread, deaths, illness, closures, financial ruin, and ongoing horror! #WearADamnMask",face masks,FAVOR,neg
"@JohnPicacio @gaileyfrey Love it, I just ordered two.  Thanks for making such a great mask.  #WearAMask",face masks,FAVOR,pos
"@djrothkopf Bars, restaurants, sports, premature reopening, antimasking, and quarantine fatigue are all what make the US #1.  I'm still in disbelief that these public health measures are debated. #WearADamnMask",face masks,FAVOR,neg
"Never realised how popular @WuTangOfficial became. However protecting ya neck isn’t going to protect you from corona. Wear your mask correctly in public places, cover your mouth and nose. Protect your loved ones, your fellow humans and yourself. #CoronaKills #WearAMaskSaveALife",face masks,FAVOR,pos
@MarkRuffalo I’m spending the summer holiday in Northern Italy where masks are mandatory in stores. I thought it would be bad but it’s not especially when you know you safe lives. #WearADamnMask,face masks,FAVOR,pos
"Also, I bought a new *reusable* mask in @SuperValuIRL for a fiver and I'm BUZZING to add it to my collection. why'd I buy it? Well because 1. I cannot sew and 2. I can't be asking my auntie to make me more masks but 3. I WANT ALL THE MASKS #WearAMask",face masks,FAVOR,pos
"@alexronald123 @BorisJohnson that's nonsense:  masks reduce the distance water droplets from your mouth spread, thereby lowering the likelihood of the virus spreading (the virus travels in water droplets) stop your whining, stop spreading misinformation and #WearADamnMask",face masks,FAVOR,neg
@CMag051 It’s very scary to see how many people aren’t wearing masks or social distancing. We all need to do our part. It’s not that hard. #WearADamnMask,face masks,FAVOR,neg
We wouldn’t need so many ‘Rona relief measures from Congress if people just   WORE A FUCKING MASK.  #WearADamnMask,face masks,FAVOR,neg
Let's be clear: it is all our business if you are not wearing a mask in our presence. This is not just about you. You don't have a right to kill those around you. If you harm someone for reminding you to wear a mask. You will be charged. Stop being selfish!! #WearADamnMask,face masks,FAVOR,neg
"If you can't get people to believe they need to wear a mask, how will you convince them they need to get a vaccine? Asking for a friend... #COVID19  #WearAMaskSaveALife",face masks,FAVOR,neg
The gloves are officially off! I've had enough now! People blaming Front line NHS workers for this sh*tfest is where I draw the f*cking line! They are NOT where your blame lies! Management that implement and GOV that demand it! ENOUGH! #COVID19 #WearAMask #WearADamnMask #NoMasks,face masks,FAVOR,neg
@iheartmindy That’s because you’re a Karen and a trump lover. If you really cared for the people that deserve to live on this planet. You would wear a damn mask. Good luck for when you might need a ventilator soon. Us Normal people are going to wear masks to survive. #WearAMaskSaveALife,face masks,FAVOR,neg
@AuschwitzMuseum @candice_counsel If Anne Frank could live in a secret annex with seven other people for two years. I can wear a mask and maintain social distancing.  #WearAMaskSaveALife,face masks,FAVOR,pos
"I will be doing more shopping in Calgary after today, Home Depot at the Country Hills was full of people wearing masks, everyone was wearing a masks in their cars they were travelling between destinations, no shopping in Okotoks or Airdrie until they figure it out!#WearADamnMask",face masks,FAVOR,other
Published in the Journal Medical Hypothesis titled “Exercise with facemask; Are we handling a devil’s sword? ?A physiological hypothesis?@RichieAllenShow #KBF #NoMaskOnMe,face masks,FAVOR,other
"""Staples Assault""  #Staples   #COVIDIOTS  #COVID  #COVIDIOT attacks a woman who asks her to wear a mask #WearADamnMask  #WearAMaskSaveALife",face masks,FAVOR,neg
A question to the people wearing their masks on their chins...do you think it’s doing anything 🤔 #CoverYourFace,face masks,FAVOR,neg
On the F &amp; 6 trains (kid needs emergency dental visit 😬) and giving everyone imaginary gold stars for the 💯 mask-wearing. I ❤️my fellow strap-hangers. #WearAMaskSaveALife,face masks,FAVOR,pos
@Walgreens @WAGSocialCare just left your Grayslake store. Shift leader Shannon wearing only a thin silk bandana instead of a proper mask. DO BETTER! #WearAMaskSaveALife,face masks,FAVOR,neg
"Here’s the thing, I support responsible gun owner rights but if you own one for protection in case someone tries to hurt you but you won’t wear a mask, isn’t that a bit ironic? Neither one 100% guarantees your survival but it could possibly help, right? #WearAMaskPlease",face masks,FAVOR,pos
@DrsuzanneH You see it's because of populistic morons like yourself that we have trouble getting this virus under control!  #WearAMask #WearADamnMask #WearAMaskSaveALife,face masks,FAVOR,neg
@MaraJade_Sith People need to strap up and MASK up!! Americans sacrificed so much during WW2 and now they can’t even wear a mask at Target for 5 minutes without having a hissy fit!! #WearADamnMask,face masks,FAVOR,neg
So many people on Twitter saying they won’t be wearing a mask. They need to stop being so dramatic and get on with it. I would rather not have another harsh lockdown in the winter. #WearAMask #WearADamnMask #WearAMaskSaveALife,face masks,FAVOR,neg
