Text,Target,Stance,Sentiment
#ThursdayThoughts #DrFauci #COVID9 #coronavirus  I agree with Dr. Fauci %100 we should stop shaking hands forever. 👏🏾👏🏾👏🏾 People are disgusting. Greasy oily hands 🤢🤮🤮🤮🤮,fauci,FAVOR,neg
@BBCSport 1.#Covid_19.2.#lockdown. 3.#clapforourcarers.5.#StayHome.6.#SocialDistancing.7.#globalpandemic.8.facemask.9.#FlattenTheCurve.10.#contacttracing.11.#SecondWave and manager and their assistant will be #BillGates and #DrFauci,fauci,FAVOR,pos
"Trump is rambling again at the White house press briefing about the economy, stocks. Who are the ""people"" he constantly refers to? Where is #DrFauci? This is supposed  to be about #COVID19, we need #facts not his beliefs. @WhiteHouse @PressSec @MickMulvaneyOMB #WorldWidePandemic",fauci,FAVOR,neg
"@atDavidHoffman He'll be fired b/c, no matter how many times Trump reprimands him, he can't go against his conscience. Politics have always been iffy, but I'll never understand Americans still supporting him--attacking those of us who refuse to along w/lies that literally kill. #DrFauci #COVID19",fauci,FAVOR,other
"@janetlynandrea ugh Birx AND Carson? Performance theater 🎭 given top down signaling sans masks. #Publichealth needs Fauci ""freed,"" maybe an editorial cartoon of #DrFauci in a basement w/duct tape over his mouth for trying to speak the truth? @AnnTelnaes @mikelukovich @lizadonnelly #cartoonists",fauci,FAVOR,neg
"This is not an ego stroking trump rally Pence, give facts or get off the air. #DrFauci #Coronavirus",fauci,FAVOR,neg
I listened to the #SupremeCourt today and missed #DrFauci  but from what I hear now He's worried we're moving to fast.   So may I suggest a new hashtag? #TestAndTrace in all #COVID19 tweets,fauci,FAVOR,pos
"@realDonaldTrump @nytimes Sweet baby jeezus it's not about you-Americans want to hear #DrFauci #DrBirx, not you, you egotistical narcissist. #PressBriefings on #covid19 #pandemic are not about ratings, they're about safety &amp; information. Get over yourself. #ItsNotAboutYou",fauci,FAVOR,other
"#DrBirxIsAQuack After what we experienced during Spring Break, she honestly thinks people won't travel from ""high risk"" to ""low risk"" counties? She's a threat to public health Help us #DrFauci  #DrBirx #coronavirus  #TrumpLiesAboutCoronavirus #DrFauciIsANationalHero",fauci,FAVOR,neg
If @realDonaldTrump wanted an actual campaign manager he would let Dr Fauci mange the Covid-19 outbreak so people weren’t dying as a result of going to work @FauciFan #Fauci #TrumpIsNotWell #FauciIsAHero,fauci,FAVOR,other
#DrBrinx lost my trust awhile ago she makes this shit political   Only person I trust is #DrFauci stays with facts and science of #Covid19  There no wiggle room for BS when lives are on the line.   #TrumpIsANationalDisgrace  #PenceIsALapDog,fauci,FAVOR,other
"@MeghanMcCain My dear... how dare you criticize #DrFauci in ANY way? He is the ONLY medical person with credibility. A few people who have done NOTHING: #1 Trumpie won't wear a mask &amp; ""it'll be over by Easter"" #2 #MoscowMitchMcConnell has ONLY confirmed judges @TheView ditch her",fauci,FAVOR,other
Watching #DrFauci talk about #COVID19 on @NewsHour is far more informative than Trump's briefings.,fauci,FAVOR,pos
.@AriMelber Nice tribute to #DrFauci who obviously deserves every accolade that comes his way.    Also nice to see former POTUS clips and and be reminded of the dignity and grace with which they conducted their relationships with heroes like Dr. Fauci.  #COVID19,fauci,FAVOR,pos
Common sense. Imagine that. #WearADamnMask #COVIDIOTS #FauciIsAHero,fauci,FAVOR,neg
Where is #DrFauci? #pressbriefing #COVID19 #WearAMask,fauci,FAVOR,other
Science isn’t a partisan issue. Anyone trying to silence medical experts for political gain have no business leading a nation. I stand with #DrFauci #ScienceMatters #COVID #WearAMask,fauci,FAVOR,other
His voice and leadership are necessary to combat the coronavirus and #CoronaDon. #IStandWithFauci,fauci,FAVOR,pos
All these overnight experts on the #FDA .  #DrFauci already approved it's use for #coronavirus,fauci,FAVOR,other
"Today #DrFauci said if we don't do something we could have &gt; 100K #COVID19 cases daily. As it is hospitals in many areas are at full capacity, if cases go up where will they go and who will treat them? We don't have enough #healthcareworkers &amp; #WeAreTired #WearAMask #StayAtHome",fauci,FAVOR,neg
@NateMedeiros_ @SenBobCasey @realDonaldTrump @US_FDA If #DrFauci Dr. #AnthonyFauci &amp; many other #MedicalProfessionals #Doctors have professional reservations about #OffLabel use they have reasons &amp; don’t want to #CompoundTheDanger to #AmericanPeople already #UnderSiege from the #COVID19 #coronavirus. #Trump is known 2 B  #Reckless.,fauci,FAVOR,other
Let’s push for #DrFauci to get the Noble Peace Prize for his leadership in managing #COVID19. What do you think that would do to @realDonaldTrump ? #NobelPeacePrizeforDrFauci #TrumpPressConf,fauci,FAVOR,pos
"Btw. Where is #DrFauci   We know he’s been put on ice, but he should retire and spill the beans. He’s tried. He’s a legend. We need him. #coronavirus people clearly don’t understand what he did for HIV/AIDS. Let’s not forget about him.",fauci,FAVOR,pos
@EthanRichmond12 @Nationals That is FoxNews and WH propaganda. Science adapts to new information and changing conditions. Early on with a shortage of N95 masks first responders had priority.  Later when it was clear that the virus was airborne cloth face covering of any type was recommended. #FauciIsAHero,fauci,FAVOR,other
@Hope012015 @businessinsider Now that bastard is trying to blame #DrFauci  for HIS slow response to Coronavirus. #TrumpIsACompleteFailure,fauci,FAVOR,neg
"@realDrBirx Reminder as you prop up #trump incompetence.  ""First do no harm""  #TrumpVirus #StayAtHome #coronavirus #COVID19  140,000+ dead #Americans and growing.  #FauciIsAHero",fauci,FAVOR,neg
@politvidchannel Can #DrFauci please just go on Instagram live anytime this guy decides to go on tv?! He should be the one having a daily briefing! #COVID19,fauci,FAVOR,pos
Thank you to Dr. Fauci for stepping up to @realDonaldTrump and calling him out on his BULLSHIT. Thank You for being a leader to those who wanna take COVID-19 serious.  #ThankYouDrFauci,fauci,FAVOR,pos
"@realDonaldTrump 3,118,168 COVID-19 Cases  133,291 Deaths in 4 months 60,000 new cases in 24hrs FL, AZ, TX cases soar #WartimePresident  #COVID9  #ScienceMatters  #WearAMask  #SocialDistancing  #StayHome  #DrFauci  #DrBirx",fauci,FAVOR,other
"""Mitigate! Mitigate! Mitigate! You have to look at the DATA."" -#DrFauci #coronavirus #CoronavirusUSA",fauci,FAVOR,other
@Yamiche They have completely dropped the ball on the pandemic and don't care if people die  #PenceLies #DrFauci #COVID19 #TrumpKillsAmericans,fauci,FAVOR,neg
Watching today's presser &amp; #DrFauci's slapping down the media over the mitigation issue.   Let's see how the media interprets &amp; twists his words to try to push their agenda that there's trouble between Trump &amp; Fauci.  #patheticmedia #COVID19  #MediaVirus,fauci,FAVOR,other
Currently happening: #DrFauci testifying at Senate Coronavirus Hearing in the US warning that early reopening of states may trigger an uncontrollable outbreak. Yet self-serving elites in #SouthAfrica assail us everyday with moans about #LockdownSA.,fauci,FAVOR,neg
"So @realDonaldTrump and @vp have decided to wind down  the coronavirus task force.  Makes sense.  The press conferences have been a disaster as Trump hijacked them, and he can't control #DrFauci , he can control the head of @HHSGov.  Trump doesn't want accurate info out there.",fauci,FAVOR,neg
"@duty2warn The GOP is the Party of Grim Reapers. Florida reported 15,300 new cases of #Covid_19 today. GOP and Betsy DeVos wants kids in school to triple the numbers. The right constantly lies about COVID-19 but are now smearing #DrFauci to cover up their lies. #TrumpGolfsAmericansDie",fauci,FAVOR,neg
@Deborah00418507 @morethanmySLE I never go anywhere without a mask!😷#ThankYouDrFauci,fauci,FAVOR,pos
@MaureenCKelly We are back on top! Happy @realDonaldTrump? You are the main #COVIDIOTS. You need to listen to #DrFauci. #WearAMask and #goAway,fauci,FAVOR,other
"@jessiehellmann @SenWarren More testing ,More cases.These numbers are there in January itself. We need data on Asymptomatic / symptomatic for those who tested positive in June. Do not make people panic .Wear masks, maintain social distance and sanitize your hands please #DrFauci @WhiteHouse",fauci,FAVOR,other
"Need info on whether a plastic face guard is a SUBSTITUTE for a mask.  I see people in adverts wearing both, but when I see them in stores, it's with SHIELD only and no masks..  #DrFauci #COVID19 #QuestionOfTheDay #Masks4All",fauci,FAVOR,other
@SteveSchmidtSES Im not a fan of the  @VP but at least he addresses #DrFauci  as Dr. Fauci and not Tony as #Trump does. Disrespectful...  #CoronavirusUSA,fauci,FAVOR,other
I’m sure #trump is “a bit nervous. Can’t sleep? Maybe because #SCOTUS hears your big disclosure case tomorrow and #DrFauci is going to let the truth out about #COVID19 Sucks to be you right now...,fauci,FAVOR,neg
Thank you #DrFauci  We all wonder why there isn't a #StayAtHomeOrder for all of the United States #COVID19 #CoronavirusPandemic,fauci,FAVOR,pos
Wear your mask #ThankYouDrFauci,fauci,FAVOR,other
⚠️ #COVID19 OpEd: Ref @POTUS @realDonaldTrump “I feel goodref posbl use Malaria drug to treat CV19 - NNN recently spoke w person discontinued stomach med re cancer causing ingredient Gave alt drug but it decreased efficacy person’s other med PLEASE LISTEN #DrFauci TEST FIRST ⚠️,fauci,FAVOR,other
"#DrFauci says Coronavirus is his ""worst nightmare.""  Virus is #SURGING in dozens of states because everyone was in such a hurry to get out there and re open everything. #SlowDown America. #BeSafe  #Masks #SocialDistancing",fauci,FAVOR,other
@kazweida 👍👍👍thks @WeAreSinclair #Plandemic  #BoycottSinclair  #AdvertisersTakeNotice #ComcastComplicit #BoycottSinclairAffiliates #IBelieveFauci #ISupportFauci #IStandWithFauci,fauci,FAVOR,pos
"The Devil went down to Georgia and they called him Brian Kemp He refused to order mask wearing, saying all are exempt If you live your life mask-free instead You might end up the next one dead How do I stay alive you ask Use common sense &amp; Wear the Damn Mask! #COVID19 #TrustFauci",fauci,FAVOR,neg
"If someone could make Trump say he was wrong, would it be considered a miracle? #TrumpVirus #ImpeachTrumpAgain #IStandWithFauci",fauci,FAVOR,neg
"@kylegriffin1 Neither should we think that #RandPaul knows more about #COVID19 than the experts. But given the choice, I'll bet my life on #DrFauci and the other experts. It's what they do. If you follow Rand Paul's advice instead, good luck, and I'll see you on the other side. #GOP",fauci,FAVOR,other
"""You don't make the timeline. The virus makes the time line."" - Dr. Anthony Fauci  If only our president would listen to #DrFauci, the immunologist he selected to serve on the #COVID19 task force. He doesn't listen because he cares more about reelection than saving lives.",fauci,FAVOR,neg
"@funder @lcookwike 1/2 The train has all but completely gone off the tracks! What little structure we had w/a daily #coronavirus press briefing that provided some useful info from #DrFauci has suddenly halted. Now,  (unannounced) Trump &amp; Pence appear in random places to speak at random times...",fauci,FAVOR,neg
"@JenniferJJacobs @doug_hanks @chucktodd Dr. Fauci saved us from this being worse.   He was the only guy well-liked enough by both parties to get the right thing done.   When this subsides, he'll be recognized as a true hero.  Woulda been much worse w/o his guidance.   #DrFauci  #COVID19",fauci,FAVOR,pos
How we handle COVID-19 requires facts. Science. Medical expertise. Experience. Not political influence.  That person is Dr. Fauci. #SaveFauci,fauci,FAVOR,pos
@funder #DrFauci needs his own Twitter account!!  We want #COVID19 facts and truth NOW!,fauci,FAVOR,pos
"How can one thank #DrFauci by sending him a nice note? Twitter, FB? @ProjectLincoln @JoeBiden #COVID19",fauci,FAVOR,pos
"@suzydymna @realDonaldTrump That’s a laugh. Trump has failed Americans. His incompetence is epic. Failed to act last January when he learned of Covid19. He has no plan for recovery.  145,000 Americans are dead. It took trump 6 months to recommend mask wearing. #IStandWithFauci",fauci,FAVOR,neg
"LOL at #MSNBC text beneath #Trump presser: #DrFauci says ""there will be #coronavirus in the fall"" after Trump says virus ""may not come back at all.""",fauci,FAVOR,neg
"if you don't stand with Fauci, you'll fall for every lie Trump's tells about coronavirus. #IStandWithFauci",fauci,FAVOR,other
"Dr. Fauci is going to be out. Please don't stop speaking, Dr., no matter what. We need you! #coronavirus #coronavirustaskforce #DrFauci",fauci,FAVOR,pos
"What is up with all the bad mouthing of Dr. Fauci?  Friends, that were Trump voters, but not now, are hating on him...a picture with his mask down?  Something about pharmaceutical interest? Saying the virus is warfare? Guess they aren't totally deprogrammed yet. #FauciIsAHero",fauci,FAVOR,other
@realDonaldTrump PLEASE STOP TALKING and ATTACKING and DO YOUR JOB!!! Leave briefings to the pros and get busy providing resources.  #DrFauci #COVID19 #FactsMatter,fauci,FAVOR,neg
"The @StephenCurry30 &amp; #DrFauci Interview on #COVID19 has been so informative. No politics. Just honest, educated, precise questions. Thanks fam.",fauci,FAVOR,pos
"When this is all over, this is who I will remember for the good: @CMOH_Alberta @nenshi @BryanSzumlas @JustinTrudeau @NYGovCuomo @PeterAlexander @gustavson64 and #DrFauci #covid19",fauci,FAVOR,pos
@MSNBC @NBCNews #Propaganda technique of repeating unsubstantiated stats without documented facts about  #COVID19 #DrFauci &amp; other issues until they may become believed by at least some people is obnoxious tactic being used by #Trump. #TrumpLies #FauciHero #VoteOutTheGOP #VoteBlueToSaveAmerica,fauci,FAVOR,neg
"@itsJeffTiedrich @realDonaldTrump ➡️ #DrFauci: ""There’s No Question That If the President Did Not Institute a Travel Ban on China, There Would Have Been Many More #CoronaVirus Cases.""  🇺🇸 Thank you,",fauci,FAVOR,pos
@ReallyAmerican1 @realDonaldTrump I bet the people against #Fauci wouldn't go to #Individual1 if hey got #COVID19 they'd go straight to a DOCTOR. #IStandWithDrFauci #IStandWithFauci,fauci,FAVOR,neg
@JustinAHorwitz WTF? @realDonaldTrump @VP @KellyannePolls @PressSec  #coronavirus is a VIRUS......antibiotics don't work on a virus. Where are you #DrFauci ????,fauci,FAVOR,neg
We want to hear from #DrFauci and the #CDC the one we had before #Trump wanted them to change the #science to suit #Trump’s lies. #COVID19 #ScienceMatters #TrumpVirus2020 #TrumpFailedAmerica,fauci,FAVOR,other
@realDonaldTrump do you think Americans are that stupid? #dontcensorus #worstpresident #coronavirus #YouAreNOTaDoctor #IStandWithFauci,fauci,FAVOR,neg
I wonder if Dr Fauci's back is hurting after carrying the whole American Covid-19 team  #ThankYouDrFauci,fauci,FAVOR,pos
😷💔🇺🇸 @POTUS TRUMP’S WH is now putting opo out on Dr Fauci calling him a liar &amp; saying HE made mistakes b/c he won’t back TRUMP’S lies like the GOP &amp; his lackies. #DrFauci is telling FACTS on #Coronavirus &amp; TRUMP is killing Americans w his lies. #VoteBlueToEndCorruption,fauci,FAVOR,other
"Dear Dr. Fauci, As a nurse I am grateful for the COVID-19 work you are doing on behalf of the country. ❤#DrFauci",fauci,FAVOR,pos
@A_Shy_Nobody @TaraElizabth16 @News12NJ Why don't you go read the CDCs 5 planning scenarios for covid where they discuss the mortality rates or what Fauci wrote in the NE journal of medicine back in March before you start calling others uneducated. #nomasks #firefauci,fauci,FAVOR,other
"@WhiteHouse @realDonaldTrump Maybe if you had kept saying this from the beginning, all those blind #covidiots out there would have followed your lead, but they are already set on a conspiracy theory trail of ignorance. Maybe they would have followed you.  #WearADamnMask #ListenToScience #IStandWithFauci",fauci,FAVOR,neg
@texan_maga @HLAurora63 @FoxNews Hes not ...he hadny firex Fauci yet.   Thats on him.  #FireFauci,fauci,FAVOR,neg
@IngrahamAngle .@RandPaul swam in a pool when he knew he was #Covid19 positive.  He’s irresponsible &amp; selfish. I trust #DrFauci over him any day!,fauci,FAVOR,other
I only want to hear the truth from #DrFauci !  #shutupTrump #coronavirus #CoronavirusPandemic #CoronavirusNewYork #PrayForNewYork,fauci,FAVOR,other
When the orangutan in office starts wearing a mask you know shit just got real. #WearAMask #IStandWithFauci,fauci,FAVOR,neg
So Trump wouldn’t answer the question as to undocumented workers being tested. Where is the doctor? Where is the doctor? #TrumpPandemic #TrumpVirusCoverup #TrumpLiesEverytimeHeSpeaks #DrFauci Where are you? #coronavirus #VoteBlue2020 #VoteBlueToEndThisNightmare #VoteThemAllOut,fauci,FAVOR,neg
@DCHokiefan @Nationals Notice that he was invited as an honored guest while #TrumpVirus is rage tweeting and eating hamburders. #FauciIsAHero,fauci,FAVOR,neg
"Dear, #GOP. Do you still believe in the principles of #Federalism now? How hypocritical are you? What will you let #Trump get away with, as he is KILLING Americans! What about you, Supreme Court????? #DrFauci #COVID #COVID19 #Coronavirus #SCOTUS OMG Trump",fauci,FAVOR,neg
"So Dr. Fauci needs security detail as he is receiving death threats for his expertise, honesty and conveying his assessment of just how many lives #COVID19 can cost.  Gee, I wonder who these people are?   #ThursdayThoughts #DrFauci",fauci,FAVOR,other
"Gawd, @CNBC dissing Fauci really?  Let me guess, Bannon is on later telling us it's all a hoax. Just talk about stocks and leave the conspiracy theories to Fox. #ListenToFauci",fauci,FAVOR,neg
"Wearing a mask should not be political. Masks do not silence you, you can still talk with a mask on. It is about caring for others around you Not your politics. Listen to #DrFauci. Protect others, as you are protecting yourself. Be the solution, not the problem. #WearADamnMask",fauci,FAVOR,pos
"@PeterNavarro45 is a fringe economist. He has no medical training... no infectious disease expertise. He hasn't served six GOP &amp; Dem. presidents to keep Americans safe. Navarro pushed hydroxychloroquine, criticized shelter at home orders, and covers for Trump.  #IStandWithFauci",fauci,FAVOR,neg
"@parscale 133000 dead Americans while he freaking mocked the need to wear a mask, including harassing #DrFauci. @realDonaldTrump is a fecking hypocrite for five minutes. Nice try - most Americans are that stupid.",fauci,FAVOR,neg
"@RandPaul such a lack of respect for #DrFauci. He is a respected scientist and physician. We need his skills. We have lost 80, 000 Americans. #COVID19",fauci,FAVOR,pos
"Too many Americans like dumb, naive, spoiled teens. “You can’t tell me what to do!and everybody pays the price in some way for their stupidity. Some the ultimate. Pence #DrFauci #COVID19 #Coronavirus",fauci,FAVOR,neg
"#TrumpPressConf #TrumpPressBriefing #TrumpPressConference   #DrFauci is smooth. ""Thank you Mr. Vice President"". Nothing for dumb Donnie.  #Trump #LiarInChief #UnfitToBePresident #coronavirus #COVID19",fauci,FAVOR,other
"@realDonaldTrump Yet, you seemed to spare plenty of time for #DrFauci to come to your #PressConferences, or should I say, #MAGA #rallies? What are you afraid of Mr. #RealityShow #FakePresident? The #truth about how you #failed the American people on your handling of the #CoronaVirus? Just #Resign",fauci,FAVOR,neg
"Allegedly it was @TuckerCarlson, one of the most racist liars from self-proclaimed ""entertainment news"" ch #FoxNews, who drive up from his FL prop to #Maralago &amp; convinced @realDonaldTrump* to take #COVID19 #coronavirus seriously! Not #DrFauci experts or Dr's. TUCKER CARLSON ppl!",fauci,FAVOR,neg
"The Ass clown 🤡Sen Rand Paul was grandstanding for the cams yesterday but got his ass spanked real good by Dr. Fauci. Aside from 45, I don't know of any one moronic idiot that Paul #DrFauci #COVID19",fauci,FAVOR,neg
"Well, well #CadetBoneSpurs was #scared to answer questions🤔. He’s no #counterpuncher, he’s a bully and when you stand up to a bully they back down. #coward #Accountability #COVID19 #lysol #TrumpIsNotADoctor #TrumpPressBriefing #DrBirx #DrFauci #CNN #MSNBC",fauci,FAVOR,neg
"two more #Covid19 at City Club in Lafayette five workers at gym, pool and restaurant. City leadership has pushed to end stay home authorized band parties in violation of State rules, now a prominent social, health club looks like a cluster. Too much  #DrTrump need more #DrFauci",fauci,FAVOR,other
Poor #DrFauci looks exhausted on @TuckerCarlson tonight! #PLEASE take care of you toooooo 😇 #COVID19,fauci,FAVOR,other
"@RandPaul just insulted #DrFauci, science, poor parents, and wants to put kids at risk. But I'm sure not his kids. #SenateHearing #coronavirus",fauci,FAVOR,neg
@realDonaldTrump You don't agree with #DrFauci? You are NOT a doctor you #CovidiotInChief! #TrumpPressBriefing #TrumpLiesAmericansDie  #COVID19 #TrumpPressConference #TrumpMadness  #TrumpIsTheWORSTPresidentEVER  #LiarInChief #CoronaVirusUpdates #TrumpCoronavirusTestFailure,fauci,FAVOR,neg
The scientific community is the most united consistent voice on #CoronaVirus -logic is goverened by DATA whilst bloody politicians are globally at their wit's end with mixed messages of denial &amp; inaccuracies! U decide who U would like to listen to! A denialist @POTUS or #DrFauci,fauci,FAVOR,other
"@FLOTUS @dcfireems @DCPoliceDept And all wearing masks, give Fauci the platform and ditch the orange balloon child, for Christ sake. #FauciIsAHero",fauci,FAVOR,neg
The TV is once again on mute. What is #trump doing at the podium? Who is heading up the taskforce? All trump wants is to be on TV. Sick of him!😡 #coronavirus #PressBriefing #COVID9 where is #DrFauci,fauci,FAVOR,neg
We should only shop at stores that require their workers and their customers to wear face mask. Follow #DrFauci advice and #WearADamnMask #PhysicalDistancing #WashYourHands #COVID9,fauci,FAVOR,pos
@Athens108 @realDonaldTrump It may have worked for an old Coronavirus that is a different virus from COVID19.  All the studies coming out says chloroquine does not work for this virus.  Dr. Fauci is always on the frontlines for all viruses.  #FauciIsAHero,fauci,FAVOR,other
@Mike_Pence @WhiteHouse Dr. Fauci deserves nothing but respect. Will there come a day when Trump actually starts putting American lives above his own personal ambitions? Start listening to people who actually know what they are doing? It never had to be this bad.  #TrumpVirusCoverup #IStandWithFauci,fauci,FAVOR,pos
"Oh look, the people who support a man who ran a fake university and a fake charity are saying that the leading expert in infectious diseases endorsed by the Association of Medical Colleges is a fraud. Who to believe? #FakePresident #FakePatriotism #TrumpVirus #FauciIsAHero",fauci,FAVOR,neg
"@ASlavitt And yet our #LiarinChief has not met with #DrFauci in 2 months. Instead he sends out the idiot sycophant @PeterNavarro45, who has zero medical training, to try &amp; force @US_FDA to push #Hydroxychloroquine on the public. These people are tryin to kill us.",fauci,FAVOR,neg
If you recall the COVID-19 Press conferences every time Dr. Fauci or any  Dr.s spoke Trump would interrupt with nonsensical b******* when it wasnt what he wanted to hear. Youtube it Google it its there. Fuck TRUMP PENCE and EVERY LYING REPUBLICANS   #IStandWithFauci,fauci,FAVOR,neg
Donald trump has stripped Fauci of any bit of dignity he may had have left .....damm #CoronavirusUSA #DrFauci,fauci,FAVOR,neg
"@AynRandPaulRyan @johnpavlovitz Thank you!!! I wanted to throw something @RandPaul for again being condescending to a man who has told American the truth, he’s the only one who has #DrFauci #science #TrumpLiesAmericansDie",fauci,FAVOR,other
"@Mike_Pence @Complex_Ari67 @WhiteHouse Why is the secret service agent the only one smart enough to wear a mask? Also, where is #DrFauci?",fauci,FAVOR,other
"@MIFORTRUMP1 @JaniceDean #COVIDIDIOTS gonna covididiot- that’s not hateful just truth. Gov Cuomo followed the science as NY became a hotspot due to it being a travel hub for European, international passengers. NY’s reopening by Phase1, Phase2, Phase3 according to met criteria. #ITrustFauci #FauciIsAHero",fauci,FAVOR,pos
@realDonaldTrump #America #StayStrong #COVID19 #GodBlessPOTUS #TrumpPressConf #FEMA #USNSComfort #trump #MikePence #DrFauci #TrumpAdministration we see all of y'alls live conferences everyday watching all the way through your hard work is greatly appreciated #ThankYouPresidentTrump,fauci,FAVOR,pos
"@realDonaldTrump 2,130,569 COVID-19 Cases 116,726 Deaths in 4 months Children developing Multi-System Inflammatory Syndrome 18 states COVID-19 raising  #COVID9  #ScienceMatters  #DrFauci  #DrBirx",fauci,FAVOR,other
"@YahooNews Changes come at every turn and everyday we must all thank #DrFauci  and other scientist for trying there best to analyze and track an Invisible Coronavirus,a Virus that will always be mentioned as World History,until we BEAT this Coronavirus...Peace &amp; Prayers",fauci,FAVOR,pos
@KristenhCNN #DrFauci has not been wrong!  #TrumpLiesPeopleDie,fauci,FAVOR,pos
"@MSNBC #DrFauci is fearless! The #Comey of #coronavirus, except that, he can't be fired! #MSNBC #CNN",fauci,FAVOR,pos
"I join AmerAssocImmunol saying “Scientific &amp; public health experts, including the trusted Dr. Fauci, are vital to combating COVID-19 &amp; safely reopening the US. It’s important for all Americans to stand strongly behind them &amp; take their advice.#FollowTheScience #IStandWithFauci",fauci,FAVOR,pos
"#DrFauci has repeatedly said that he 'believes we may have a second wave of the #coronavirus' in the fall, but reassures there will be more information and data collected by then, #CDC and #NIH believes efforts by Americans now to #socialdistance and #StayAtHome continues to work",fauci,FAVOR,pos
"@DineshDSouza He gave a very clear answer. The chance of transmission in large gatherings is high. Any large gathering. Jordan wanted to politicize the recommendations from a non political, epidemiologist.  He was rude and out of line.  People are DYING you nitwit. Stop it. #Resist #FauciHero",fauci,FAVOR,neg
@JoeBiden please help keep #DrFauci on the #coronavirus task force. @realDonaldTrump &amp; @WhiteHouse are trying to discredit him. I will listen to #DrFauci before I listen to anything this administration says. #RidenWithBiden,fauci,FAVOR,pos
"@mmurraypolitics @MTPFirstRead He had help.@FoxNews.@whca &amp; the way the MSM started covering the #COVID19 as debatable as.@realDonaldTrump was spewing Gibberish, known &amp; provable lies...as #DrFauci was marginalized &amp; #drbirx was elevated as she Jigoestically &amp; willfully manipulated Scientific Coronavirus data",fauci,FAVOR,neg
"@Acosta Of course he wouldn't.  @realDonaldTrump doesn't want responsible medical research interfering with his ""beautiful"" lies &amp; propaganda. #StopAiringTrump. Let #DrFauci &amp; #DrBirx update us on #COVID19. @NYGovCuomo can explain changing civil needs. #VoteBlueToEndThisNightmare",fauci,FAVOR,neg
@JohnCornyn getting nervous?  You'd better do your job and acknowledge that children die of COVID-19 and that this administration is the most corrupt in at least a century #StandWithFauci,fauci,FAVOR,neg
I dream of a time when it will be safe enough to hug Dr. Fauci. #coronavirus #FauciHero,fauci,FAVOR,pos
"First #DonaldTrump wouldn’t let #AnthonyFauci testify before #Congress bc #DrFauci was ‘too busy.Now, he will let him testify, but not before the ‘Dem. House.What doesn’t he want you to know? #MAGA, #KAG2020, when will you wake up &amp; see how #Trump has failed? #coronavirus",fauci,FAVOR,other
It's astoundingly pathetic how Trump is attacking Fauci out of sheer ego and spite.  We are in the middle of a pandemic killing thousands daily and Trump doesn't care.  #TrumpGolfsAmericansDie #TrumpKillsUs #TrumpVirus #IStandWithFauci,fauci,FAVOR,neg
"Who did America call during the  AIDS, EBOLA, and now the CORONAVIRUS crisis? Pence?No Trump?No America called a caring physician and scientist who has dedicated his life to medicine and science. Don’t let the diminutive haters talk shit about him. It is evil.  #FauciHero",fauci,FAVOR,other
